subject_id,tract,accuracy,precision,recall,F1,AUCROC,DICE,wDICE
627549,ATR_left,0.1592007726430893,0.1666666716337204,0.1592007726430893,0.16284818947315216,0.0,0.7198941111564636,0.7187289595603943
627549,FPT_right,0.24368329346179962,0.25,0.24368329346179962,0.2468012422323227,0.0,0.9770399928092957,0.9220083355903625
627549,ST_PREM_right,0.17313465476036072,0.20000000298023224,0.17313465476036072,0.1856001913547516,0.0,0.8434997200965881,0.7562458515167236
627549,T_POSTC_left,0.060761693865060806,0.125,0.060761693865060806,0.08177371323108673,0.0,0.5085545778274536,0.622265636920929
627549,T_PREM_right,0.18868164718151093,0.20000000298023224,0.18868164718151093,0.19417603313922882,0.0,0.9412899613380432,0.8488068580627441
627549,IFO_left,0.24080516397953033,0.25,0.24080516397953033,0.24531646072864532,0.0,0.9379220008850098,0.9023560285568237
627549,CA,1.0,1.0,1.0,1.0,0.0,1.0,1.0
627549,ST_OCC_right,0.09380631893873215,0.1111111119389534,0.09380631893873215,0.10172804445028305,0.0,0.678992748260498,0.6994621753692627
601127,CC_1,0.4987628757953644,0.5,0.4987628757953644,0.4993806779384613,0.0,0.844825029373169,0.7878918647766113
601127,CST_left,0.24428781867027283,0.25,0.24428781867027283,0.24711090326309204,0.0,0.9535296559333801,0.9305828213691711
601127,OR_left,0.07570666819810867,0.25,0.07570666819810867,0.11621909588575363,0.0,0.683318555355072,0.7200708389282227
601127,ST_OCC_left,0.14302711188793182,0.1666666716337204,0.14302711188793182,0.15394465625286102,0.0,0.8208145499229431,0.7811253070831299
601127,ILF_left,1.0,1.0,1.0,1.0,0.0,0.961091935634613,0.9192500710487366
601127,FX_right,1.0,1.0,1.0,1.0,0.0,1.0,1.0
601127,T_PREM_left,0.19295266270637512,0.20000000298023224,0.19295266270637512,0.19641312956809998,0.0,0.9214730858802795,0.8544250726699829
601127,ST_PREF_left,0.07056775689125061,0.09090909361839294,0.07056775689125061,0.07945721596479416,0.0,0.2967272698879242,0.20284336805343628
601127,ILF_right,1.0,1.0,1.0,1.0,0.0,1.0,1.0
601127,SLF_III_left,0.3316115736961365,0.3333333432674408,0.3316115736961365,0.33247020840644836,0.0,0.963401734828949,0.9156712293624878
601127,T_OCC_right,0.1279403418302536,0.3333333432674408,0.1279403418302536,0.18490879237651825,0.0,0.8562465906143188,0.8664605021476746
601127,ST_POSTC_right,0.08925534039735794,0.125,0.08925534039735794,0.10414598882198334,0.0,0.5711448192596436,0.6443182229995728
601127,OR_right,0.2146712988615036,0.3333333432674408,0.2146712988615036,0.2611550986766815,0.0,0.9222171306610107,0.9028195142745972
601127,ICP_left,1.0,1.0,1.0,1.0,0.0,0.8333591818809509,0.8331096172332764
601127,T_OCC_left,0.18313173949718475,0.25,0.18313173949718475,0.2114042043685913,0.0,0.8569017052650452,0.7160890102386475
601127,SLF_II_left,0.1368568241596222,0.1428571492433548,0.1368568241596222,0.13979262113571167,0.0,0.6535610556602478,0.6637985110282898
601127,T_PREC_left,0.07200272381305695,0.09090909361839294,0.07200272381305695,0.0803588405251503,0.0,0.6298039555549622,0.6352807283401489
601127,ST_POSTC_left,0.08287631720304489,0.1111111119389534,0.08287631720304489,0.09493893384933472,0.0,0.4103577733039856,0.6438124179840088
601127,AF_left,0.09316554665565491,0.10000000149011612,0.09316554665565491,0.09646186977624893,0.0,0.4652191996574402,0.6504247784614563
601127,MLF_right,0.1865319162607193,0.20000000298023224,0.1865319162607193,0.19303131103515625,0.0,0.5041563510894775,0.47607719898223877
601127,ST_PREC_left,0.05920938029885292,0.0714285746216774,0.05920938029885292,0.06474751979112625,0.0,0.3888447880744934,0.4494703710079193
601127,SCP_right,1.0,1.0,1.0,1.0,0.0,0.8802887797355652,0.8728872537612915
601127,UF_left,0.49990975856781006,0.5,0.49990975856781006,0.49995487928390503,0.0,0.9641239047050476,0.9183526635169983
601127,ST_PAR_left,0.05096372589468956,0.0714285746216774,0.05096372589468956,0.059485215693712234,0.0,0.4246765971183777,0.48760563135147095
601127,T_PREF_right,0.0517873652279377,0.10000000149011612,0.0517873652279377,0.06823672354221344,0.0,0.5043485760688782,0.48207971453666687
601127,STR_right,0.0934789702296257,0.1111111119389534,0.0934789702296257,0.10153524577617645,0.0,0.9462206363677979,0.9093670845031738
601127,ST_FO_right,0.49592074751853943,0.5,0.49592074751853943,0.49795201420783997,0.0,0.9683897495269775,0.9661025404930115
601127,SLF_I_right,0.1474820077419281,0.20000000298023224,0.1474820077419281,0.16977225244045258,0.0,0.7509747743606567,0.7100245952606201
601127,SCP_left,0.49986669421195984,0.5,0.49986669421195984,0.4999333322048187,0.0,0.8868432641029358,0.8552727103233337
601127,ST_PAR_right,0.04423148185014725,0.06666667014360428,0.04423148185014725,0.053179703652858734,0.0,0.2980547249317169,0.35256877541542053
601127,IFO_right,0.3292264938354492,0.3333333432674408,0.3292264938354492,0.33126717805862427,0.0,0.7424106597900391,0.7552688121795654
601127,CC,0.003473706543445587,0.05000000074505806,0.003473706543445587,0.006496102549135685,0.0,0.3072373569011688,0.3668587803840637
601127,CC_2,0.08099731802940369,0.09090909361839294,0.08099731802940369,0.08566746115684509,0.0,0.4999186098575592,0.4761870503425598
601127,T_PAR_right,0.05641929432749748,0.0833333358168602,0.05641929432749748,0.0672847107052803,0.0,0.5138431787490845,0.4788043797016144
601127,CC_3,0.49974265694618225,0.5,0.49974265694618225,0.49987128376960754,0.0,0.5790172815322876,0.5892142057418823
601127,SLF_II_right,0.13476693630218506,0.1666666716337204,0.13476693630218506,0.14902888238430023,0.0,0.6865524053573608,0.6405315399169922
601127,ATR_right,0.1371006965637207,0.1428571492433548,0.1371006965637207,0.13991974294185638,0.0,0.6987929940223694,0.6264410018920898
601127,T_PREF_left,0.057564545422792435,0.10000000149011612,0.057564545422792435,0.07306788861751556,0.0,0.4603266417980194,0.469113826751709
601127,MLF_left,0.13756754994392395,0.1428571492433548,0.13756754994392395,0.14016245305538177,0.0,0.45720767974853516,0.48694536089897156
601127,T_PREC_right,0.07526753097772598,0.10000000149011612,0.07526753097772598,0.08588872849941254,0.0,0.7490279078483582,0.6922027468681335
601127,ST_PREC_right,0.07119882851839066,0.07692307978868484,0.07119882851839066,0.07395034283399582,0.0,0.5224125981330872,0.596140444278717
