subject_id,tract,n_streamlines,accuracy,precision,recall,F1,AUCROC,DICE,wDICE
687163,SCP_right,5925,0.9994205156128485,0.8617754952311079,0.9912236286919831,0.921978021978022,0.9999184580389742,0.6591854095458984,0.8980390429496765
687163,SLF_I_left,7372,0.9883018775527337,0.24230613073487617,0.8095496473141617,0.3729766889569402,0.993806716599377,0.757017970085144,0.9029729962348938
687163,SLF_I_right,12029,0.9931039025999844,0.5051620896138757,0.8135339595976391,0.6232922518391134,0.9968878473483731,0.824751615524292,0.9561899900436401
687163,SLF_II_left,14036,0.9982207380788868,0.8336573511543135,0.9776289541179823,0.8999213011542497,0.9997674277672585,0.6895058155059814,0.8681561350822449
687163,SLF_II_right,23832,0.9891617764169676,0.5650038449135515,0.9557317891910037,0.7101722659599345,0.9984491884261567,0.805419385433197,0.8720857501029968
687163,SLF_III_left,2107,0.9966997373081843,0.2688605619146722,0.981015662078785,0.422052067381317,0.9995081912616227,0.7827191352844238,0.9327541589736938
687163,SLF_III_right,4818,0.997464027078361,0.5296577946768061,0.8673723536737236,0.657695939565628,0.9983523587433804,0.8483649492263794,0.9728784561157227
687163,STR_left,6520,0.9962893177824753,0.548106765983861,0.13542944785276073,0.21719345713934327,0.9762712683404039,0.6064262390136719,0.7270142436027527
687163,STR_right,6752,0.9912377763190265,0.05513757523645744,0.07597748815165876,0.06390134529147982,0.8442339092846454,0.596342921257019,0.59763503074646
687163,UF_left,2173,0.9998618331994418,0.9067226890756303,0.9930971007823286,0.9479464089611246,0.9999892558127494,0.8590107560157776,0.9895058274269104
687163,UF_right,4185,0.9997668070876654,0.9901579901579901,0.9135005973715651,0.9502858563261248,0.9999920375267982,0.7494621276855469,0.9199026226997375
687163,T_PREF_left,59857,0.9849759636405611,0.9085482788378559,0.6331924419867351,0.7462809998720132,0.992135538138971,0.8843607306480408,0.9766539335250854
687163,T_PREF_right,49938,0.9875031918279876,0.8968753481118413,0.6448996755977412,0.7502970435430888,0.9937076855267869,0.7670319676399231,0.9843295216560364
687163,T_PREM_left,3415,0.9922078588343386,0.19132700539735717,0.9030746705710102,0.3157571413944917,0.9966481106870982,0.849220871925354,0.9563493132591248
687163,T_PREM_right,609,0.9944814897296012,0.044908025896619054,0.7175697865353038,0.08452611218568665,0.9886866306242063,0.9856935143470764,0.9994139075279236
687163,T_PREC_left,16818,0.9929004417839724,0.6233911286033401,0.696931858722797,0.6581134194272881,0.9776099270084804,0.9737541079521179,0.999061644077301
687163,T_PREC_right,17318,0.993904337271573,0.7979333101771449,0.5306039958424761,0.6373725462995076,0.9715797549265854,0.8761726021766663,0.9883490800857544
687163,T_POSTC_left,8096,0.9842862956023315,0.20835137643055984,0.8320158102766798,0.3332508781477267,0.9873175537235716,0.5909172296524048,0.6695918440818787
